9851,"Try Me","Ufo"
9852,"Try To Remember","Andy Williams"
9854,"Tubthumping","Chumbawamba"
9856,"Turn It On Again","Genesis"
9857,"Turn Me Loose","Loverboy"
9858,"Turn Off The Light","Nelly Furtado"
9859,"Turn Turn Turn","The Byrds"
9860,"Turning Away","Crystal Gayle"
9866,"Twilight Time","The Platters"
9868,"Two Dollars In The Jukebox","Eddie Rabbitt"
9870,"U Can't Touch This","MC Hammer"
9871,"U Don't Have To Call","Usher"
9872,"Unbreak My Heart","Toni Braxton"
9873,"Unchain My Heart","Joe Cocker"
9874,"Unchained Melody","The Righteous Brothers"
9876,"Under My Thumb","Rolling Stones"
9877,"Under The Boardwalk","The Drifters"
9879,"Undercover Agent For The Blues","Tina Turner"
9880,"Unforgettable","Natalie Cole"
9881,"Union City Blue","Blondie"
9882,"Unpretty","Tlc"
9883,"Unwell","Matchbox Twenty"
9886,"Uptown","Crystals"
9887,"Uptown Girl","Billy Joel"
9889,"Valleri","Monkees"
9890,"Venus","Bananarama"
9891,"Vibeology","Paula Abdul"
9892,"Victory","Koreana"
9894,"Vincent","Don Mclean"
9895,"Virtual Insanity","Jamiroquai"
9896,"Vision Of Love","Mariah Carey"
9897,"Visions","Cliff Richard"
9900,"Volare (ne Blue. Dipinto Di Blu)","Domenico Modugno"
9902,"Vulnerable","Roxette"
9905,"Wait Till You See My Baby","Neil Sedaka"
9906,"Waiting For A Girl Like You","Foreigner"
9907,"Wake Me Up (before You Go Go)","Wham"
9910,"Walk In Fire","Doves"
9911,"Walk Like An Egyptian","Bangles"
9912,"Walk On By","Dionne Warwick"
9913,"Walk On The Wild Side","Lou Reed"
9914,"Walk Right Back","Everly Brothers"
9915,"Walkin' A Broken Heart","Don Williams"
9916,"Walking Man","James Taylor"
9921,"Wandering","James Taylor"
9922,"War","Edwin Starr"
9923,"Was It Something I Didn't Say","98 Degrees"
9925,"Wasn't It Good","Tina Arena"
9926,"Wasted Days And Wasted Nights","Freddy Fender"
9929,"We Are The Champions","Queen"
9930,"We Are The World","USA For Africa"
9932,"We Built This City","Starship"
9933,"We Didn't Start The Fire","Billy Joel"
9934,"We Don't Talk Anymore","Cliff Richard"
9935,"We Gotta Get Out Of This Place","The Animals"
9938,"We Just Disagree","Dave Mason"
9941,"We Will Rock You","Queen"
9946,"We're Over","Johnny Rodriguez"
9943,"Wedding Bell Blues","5th Dimension"
9949,"What A Wonderful World","Louis Armstrong"
9952,"What Can I Do","Smokie"
9955,"What It Takes","Aerosmith"
9956,"What Matters Most","Kenny Rankin"
9957,"What's Going On","Marvin Gaye"
9958,"What's Love Got To Do With It","Warren & Mary J. Blige"
9959,"What's Made Milwaukee Famous","Jerry Lee Lewis"
9960,"What's My Age Again","Blink 182"
9961,"What's Up","4 Non Blondes"
9962,"When A Man Loves A Woman","Percy Sledge"
9966,"When I Need You","Leo Sayer"
9969,"When Smokey Sings","Abc"
9977,"When You Walk In The Room","The Searchers"
9979,"When You're Smiling","Louis Armstrong"
9978,"When Your Eyes Say It","Britney Spears"
9982,"Where The Boys Are","Connie Francis"
9983,"Wherever Would I Be","Dusty Springfield"
9985,"White Christmas","Christmas Carol"
9986,"White Wedding (part 1)","Billy Idol"
9987,"Who Will Save Your Soul","Jewel"
9988,"Who's Crying Now","Journey"
9989,"Who's Sorry Now","Connie Francis"
9993,"Why Me","Kris Kristofferson"
9994,"Why Not Me","The Judds"
9995,"Why Worry","Dire Straits"
9997,"Wild Boys","Duran Duran"
9998,"Wild Thing","Troggs"
9999,"Wild Women","Michael Learns To Rock"
10003,"Wind Beneath My Wings","Bette Midler"
10004,"Wind Of Change","Scorpions"
10005,"Wish You Were Here","Incubus"
10006,"Wishful Thinking","China Crisis"
10007,"Witch Queen Of New Orleans","Redbone"
10008,"With Arms Wide Open","Creed"
10009,"Without You","Mariah Carey"
10010,"Woman","John Lennon"
10011,"Woman In Love","Barbra Streisand"
10012,"Wonderful Tonight","Eric Clapton"
10013,"Wooly Bully","Sam The Sham & The Pharaoh"
10014,"Words","Bee Gees"
10015,"Words","F. R. David"
10016,"Words Get In The Way","Miami Sound Machine"
10017,"Work To Do","Average White Band"
10018,"Working For The Weekend","Loverboy"
10019,"Would I Lie To You?","Charles & Eddie"
10020,"Y. M. C. A.","Village People"
10022,"Yellow Submarine","The Beatles"
10023,"Yester Me Yester You Yester Day","Stevie Wonder"
10024,"Yesterday","The Beatles"
10026,"Yesterday Once More","Carpenters"
10028,"You And Me","Tammy Wynette"
10029,"You Are My Destiny","Paul Anka"
10030,"You Are My Sunshine","Gene Autry"
10031,"You Are My World","Helen Reddy"
10032,"You Call It Love","Karoline Kruger"
10033,"You Can't Fight Fate","Taylor Dayne"
10034,"You Can't Hurry Love","Phil Collins"
10035,"You Decorated My Life","Kenny Rogers"
10036,"You Don't Have To Say You Love Me","Elvis Presley"
10037,"You Don't Know Me","Ray Charles"
10038,"You Don't Understand Me","Roxette"
10039,"You Got It (the Right Stuff)","New Kids On The Block"
10040,"You Keep Me Hangin' On","Song Factory"
10041,"You Keep Me Running","Michael Learns To Rock"
10042,"You Light Up My Life","Debby Boone"
10043,"You May Be Right","Billy Joel"
10044,"You Mean Everything To Me","Neil Sedaka"
10045,"You Needed Me","Anne Murray"
10046,"You On My Mind","Swing Out Sister"
10047,"You Really Got Me","The Kinks"
10048,"You Should Know By Now","Angela Bofill"
10049,"You To Me Are Everything","The Real Thing"
10050,"You Took My Heart Away","Michael Learns To Rock"
10051,"You Were Loved","Mariah Carey & Whitney Houston"
10052,"You'll Never Walk Alone","Elvis Presley"
10055,"You're My Best Friend","Queen"
10056,"You're My Everything","Santa Esmeralda"
10057,"You're Only Lonely","J. D. Souther"
10058,"You're So Vain","Carly Simon"
10059,"You're The One","Carpenters"
10060,"You've Got A Friend","James Taylor"
10061,"You've Got Another Thing Coming","Judas Priest"
10062,"You've Got Your Troubles","The Fortunes"
10063,"You've Lost That Lovin' Feeling","Righteous Brothers"
10053,"Your Good Girl's Gonna Go Bad","Tammy Wynette"
10054,"Your Smiling Face","James Taylor"
10064,"Zombie","The Cranberries"
5838,"AMERICA","PATRIOTIC"
5839,"ANGEL ON MY SHOULDER","THE CASCADES"
5840,"BACK IN THE USA","CHUCK BERRY"
5841,"BALLAD OF EASY RIDER","THE BYRDS"
5842,"BAND ON THE RUN","PAUL MCCARTNEY"
5843,"BEING WITH YOU","SMOKEY ROBINSON"
5844,"BLOWING KISSES IN THE WIND","PAULA ABDUL"
5845,"BOTTLE OF WINE","FIREBALLS"
5846,"BY THE TIME I GET TO PHOENIX","GLEN CAMBELL"
5847,"CATHY’S CLOWN","EVERLY BROTHERS"
5848,"CHERRY CHERRY","NEIL DIAMOND"
5849,"COLD TURKEY","JOHN LENNON"
5850,"COOL CHANGE","LITTLE RIVER BAND"
5851,"CORRINA, CORRINA","RAY PETERSON"
5852,"DEVOTED TO YOU","EVERLY BROTHERS"
5853,"DO YOU BELIEVE IN MAGIC","LOVIN’ SPOONFUL"
5854,"DO YOU WANT TO DANCE?","BOBBY FREEMAN"
5855,"DOESN’T SOMEBODY WANT TO BE WANTED","PARTRIDGE FAMILY"
5856,"DON’T BLAME ME","EVERLY BROTHERS"
5857,"DON’T EVER LEAVE ME","PAUL ANKA"
5858,"DON’T GET ME WRONG","THE PRETENDERS"
5859,"DOWNTOWN","PETULA CLARK"
5860,"DRAG CITY","JAN & DEAN"
5861,"DREAMIN’","THE CASCADES"
5862,"ELUSIVE BUTTERFLY","BOB LIND"
5863,"RENDLESS SLEEP","JODY REYNOLDS"
5864,"EVERYBODY LOVES A RAIN SONG","B. J. THOMAS"
5865,"EYES OF A NEW YORK WOMAN","B.J. THOMAS"
5866,"FIVE O’CLOCK WORLD","THE VOGUES"
5867,"FRAULEIN","BOBBY HELMS"
5868,"GALVESTON","GLEN CAMPBELL"
5869,"GET OUT OF MY LIFE","LEE DORSEY"
5870,"GIRL YOU’LL BE A WOMAN SOON","NEIL DIAMOND"
5871,"GIVE PEACE A CHANCE","JOHN LENNON"
5872,"GOING UP THE COUNTRY","CANNED HEAT"
5873,"GOOD GOLLY MISS MOLLY","LITTLE RICHARD"
5874,"GOOD MORNING STARSHINE","HAIR"
5875,"HANG ON SLOOPY","MC COYS"
5876,"HONOLULU LULU","JAN & DEAN"
5877,"HOOKED ON A FEELING","B.J. THOMAS"
5878,"HUNGRY","PAUL REVERE / RAIDERS"
5879,"I DREAMED A DREAM","FROM “LES MISERABLES”"
5880,"I ONLY WANT TO BE WITH YOU","DUSTY SPRINGFIELD"
5881,"I PUT A SPELL ON YOU","ALAN PRICE SET"
5882,"I WANNA BE YOUR LOVER","THE CASCADES"
5883,"I WOKE UP IN LOVE THIS MORNING","PARTRIDGE FAMILY"
5884,"IF A WOMAN ANSWERS [HANG UP THE PHONE]","LEROY VAN DYKE"
5885,"I’M A BELIEVER","NEIL DIAMAND"
5886,"INDIAN RESERVATION","THE RAIDERS"
5887,"IT DON’T MATTER TO ME","BREAD"
5888,"JEALOUS GUY","JOHN LENNON"
5889,"JENNY JENNY","LITTLE RICHARD"
5890,"JET","PAUL MCCARTNEY"
5891,"KEEP ME HANGING ON","VANILLA FUDGE"
5892,"KENTUCKY WOMAN","NEIL DIAMOND"
5893,"KICKS","PAUL REVERE / RAIDERS"
5894,"LAWDY MISS CLAWDY","THE BUCKINGHAMS"
5895,"LITTLE DARLING","THE DIAMONDS"
5896,"LITTLE OLD LADY (FROM PASADENA)","JAN & DEAN"
5897,"LIVE AND LET DIE","PAUL MCCARTNEY"
5898,"LIVING IN A FANTASY","LEO SAYER"
5899,"LONELY BOY","PAUL ANKA"
5900,"LONG TALL SALLY","LITTLE RICHARD"
5901,"LOVE IS REAL","JOHN LENNON"
5902,"LUCILLE","LITTLE RICHARD"
5903,"LUCKY GUY","THE CASCADES"
5904,"MOTHER","JOHN LENNON"
5905,"MY FIRST DAY ALONE","THE CASCADES"
5906,"NEW GIRL IN SCHOOL","JAN & DEAN"
5907,"POETRY IN MOTION","JOHNNY TILLERSON"
5908,"PUNCH AND JUDY","THE CASCADES"
5909,"PUPPY LOVE","PAUL ANKA"
5910,"REMEMBER WHEN","THE PLATTERS"
5911,"RHINESTONE COWBOY","GLEN CAMPBELL"
5912,"RIDE THE WILD SURF","JAN & DEAN"
5913,"RIDE YOUR PONY","LEE DORSEY"
5914,"RIGHT PLACE WRONG TIME","DR. JOHN"
5915,"ROCK AND ROLL LULLABY","B. J. THOMAS"
5916,"RUNAWAY","DEL SHANNON"
5917,"RUSH RUSH","PAULA ABDUL"
5918,"SHOW AND TELL","AL WILSON"
5919,"SHY GIRL","THE CASCADES"
5920,"SO SAD","EVERLY BROTHERS"
5921,"SPACEMAN","HARRY NILSSON"
5922,"STARTING OVER","JOHN LENNON"
5923,"SURF CITY","JAN & DEAN"
5924,"SWEET LITTLE SIXTEEN","CHUCK BERRY"
5925,"TAKE GOOD CARE OF MY BABY","SMOKIES"
5926,"TEENAGER IN LOVE","DION & THE BELMONTS"
5927,"TEMPTATION","EVERLY BROTHERS"
5928,"THAT’S WHAT LOVE IS ALL ABOUT","MICHAEL BOLTON"
5929,"THE BEAT GOES ON","SONNY & CHER"
5930,"THE DOCK OF THE BAY (SITTIN’ ON)","OTIS REDDING"
5931,"THE GREAT PRETENDER","THE PLATTERS"
5932,"THE LOOK OF LOVE","DUSTY SPRINGFIELD"
5933,"THE MAGIC TOUCH","PLATTERS"
5934,"THE WINDMILLS OF THE MIND","DUSTY SPRINGFIELD"
5935,"THERE’S A REASON","THE CASCADES"
5936,"TIGER","FABIAN"
5937,"TIME","GLEN CAMPBELL"
5938,"TOUCH AND GO","AL WILSON"
5939,"TRY A LITTLE KINDNESS","GLEN CAMPBELL"
5940,"TUTTI FRUTTI","LITTLE RICHARD"
5941,"UPTOWN","THE CRYSTALS"
5942,"VIBEOLOGY","PAULA ABDUL"
5943,"WALK RIGHT BACK","EVERLY BROTHERS"
5944,"WALKIN’ A BROKEN HEART","DON WILLIAMS"
5945,"WAS I DREAMIN’","THE CASCADES"
5946,"THE WAY THAT YOU LOVE ME","PAULA ABDUL"
5947,"WITCH QUEEN OF NEW ORLEANS","REDBONE"
5948,"WITCHITA LINEMAN","GLEN CAMPBELL"
5949,"WORK TO DO","AVERAGE WHITE BAND"
5950,"WORLD WITHOUT LOVE","PETER & GORDON"
5951,"YOU REALLY GOTTA HOLD ON ME","SMOKY ROBINSON"
5952,"YOU REALLY KNOW HOW TO HURT A GUY","JAN & DEAN"
5953,"YOU’RE SIXTEEN","JOHNNY BURNETT"
5954,"COME PLAY ME THAT SIMPLE AIR","P.D."
5955,"COME THOU ALMIGHTY KING","P.D."
5956,"COME THOU FOUNT OF EVERY BLESSING","P.D."
5957,"COME THE THE OLD OAK TREE","P.D."
5958,"COMIN’ THRO’ THE RYE","P.D."
